username,userid,profile_location,created_at,text,retweet_count,source,coordinates
JP Gazette,285166977,02130,2023-01-17 13:59:47,BPHC launches Boston COVID-19 wastewater surveillance program https://t.co/NVCfIFWCem,0,Jamaica Plain Gazette,
Belfer Center,92576336,"Cambridge, MA",2023-01-17 13:42:05,"FROM OUR ARCHIVES: 

In April 2020, @OSullivanMeghan predicted that the COVID-19 pandemic may ""undermine internatio… https://t.co/TKtGmgEma8",0,Sprout Social,
The Financial Exchange,3345872291,"Boston, MA",2023-01-17 13:41:07,China’s economy grew at one of its slowest rates in decades last year as repeated lockdowns hammered households and… https://t.co/5PCxikjf2z,0,Twitter Web App,
bill,29284212,"Waltham, MA",2023-01-17 13:37:34,Read this before you load up on supplements like vitamin C and vitamin D when you're sick. https://t.co/nWnhlqaZhO via @HuffPostLife,0,Twitter Web App,
AlexBeam,82422512,Boston,2023-01-17 13:30:33,"Writes itself! ""Inflation;"" ""Covid-19;"" omg",0,Twitter Web App,
The Fioneers - Jessica,1016500264919031809,"Boston, MA",2023-01-17 13:15:47,"@AVibrantDreamer We watched some YouTubers who did that, including taking a ferry across the Derian Gap. And once t… https://t.co/6jSx17MZ02",0,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 13:15:40,The FAA just telegraphed the fact that a substantial number of airline pilots have had serious heart damage from th… https://t.co/lC2BH1oOtl,5965,Twitter for iPhone,
Shawn Smith.,613652287,Rockland,2023-01-17 13:11:07,@goddeketal My son plays hockey at a high level. Covid hit and he was forced to get the shot if he wanted to play.… https://t.co/QJ1ogylUhA,0,Twitter for iPhone,
Chris Johansson,1007656433146527744,"Boston, MA",2023-01-17 13:06:39,@WhiteHouse Those jobs weren’t “created.” They were restarted after the Covid lockdowns. So dishonest.,0,Twitter for iPhone,
James Chou,6965872,"Boston, MA",2023-01-17 12:59:16,@BubbaDootz @LegendaryEnergy Every institution of higher learning I know of still has a COVID-19 Vax mandate.,0,Twitter for iPhone,
Alex Goldstein,16409618,"Waltham, MA",2023-01-17 12:49:13,COVID is still here and it's still killing people. https://t.co/icwd0IoS8N,56,Twitter Web App,
The Boston Globe,95431448,"Boston, MA",2023-01-17 12:41:32,"After 20 years in business, having survived the COVID shutdown and the stringent safety protocols that followed, th… https://t.co/9bOGbjdE0D",2,SocialFlow,
Mark Roberge,21626625,"Boston, MA",2023-01-17 12:32:27,@suziejoh @carolinecwilder I do the exact same vitamin regiment including the NAC but not the Ivermectin and during… https://t.co/ASZeNur8MI,0,Twitter for iPhone,
krustmas,24595607,"Boston, MA",2023-01-17 12:29:09,"Welp after nearly 3 years COVID got me… symptoms include literally everything hurting, cold sometimes and hot other… https://t.co/QA6yyB9C8r",0,Twitter for iPhone,
Solanke Charles .O.,348644310,"Boston, MA",2023-01-17 12:24:04,Covid is really bad tho. Makes you feel like crap 😩,0,Twitter for iPhone,
❄️🥂2023 & Me🥂❄️ (PaRoDy™️),2397276883,"Boston, Ma",2023-01-17 12:05:35,Yeah covid does that. The US is losing people too. Next economic crisis will be the climate crisis and also economi… https://t.co/iLZQcJbWvc,0,Twitter for Android,
Concentric by Ginkgo,1466139782220812294,"Boston, MA",2023-01-17 12:04:18,"“As biological threats continue to emerge, evolve, and disrupt our lives as they spread across our interconnected w… https://t.co/EvGteIEHMf",0,Twitter Web App,
Radio Postreros Tiempos,125536081,"Malden, MA",2023-01-17 11:56:58,NowPlaying Covid 19 2020 - Spot # 1 https://t.co/DpNqViiAd8 11:56,0,RadioToolBox song tweet,
kimmie,1957106450,"Quincy, MA",2023-01-17 11:55:01,"@rycunni When people were being hospitalized, placed on ventilators then dying. I thought covid killed them but in… https://t.co/uAeMy1Glot",0,Twitter for iPhone,
Joseph Allen,392375138,Boston,2023-01-17 11:43:58,"“I am worried that we are going to have, for years, our health system being pretty dysfunctional…because we’re goin… https://t.co/7Cv6rr21Qv",17,Twitter for iPhone,
Jean Parks,18792477,"Boston,MA",2023-01-17 11:41:27,"@emilyesfraser I am a cancer patient with COPD. My 69 yr old husband works retail. All of us here had COVID, last M… https://t.co/auyWlonCiH",0,Twitter for iPad,
kyo,1476603978146324483,"Boston, MA",2023-01-17 11:27:17,I woke up so sick just now oh baby this feels like Covid,0,Twitter for iPhone,
Sue O'Connell,441972713,Boston,2023-01-17 11:24:02,"After the debacle of trying to book COVID vax appointments, buy Taylor Swift tickets, and book summer Nantucket fer… https://t.co/dakGyomEQh",0,Twitter for iPhone,
PatsNuggets,1561398039092383746,"Boston, MA",2023-01-17 10:50:59,@guybmyles @Birdyword @JBickertonUK It's from COVID restrictions.  Who wants to bring a baby into that insanity.,0,Twitter for Android,
PatsNuggets,1561398039092383746,"Boston, MA",2023-01-17 10:46:04,@Birdyword @WholeMarsBlog This is most likely due to severe and insane COVID restrictions.  Look for a rebound next… https://t.co/XegjjVvLZV,0,Twitter for Android,
Story Horse! (He/Her) 🏴‍☠️,17409871,"Charlestown, MA",2023-01-17 09:46:56,"""The AAP blames these disparities on “structural racism.” @AmerAcadPeds 
Do Overweight Kids Need Pills? by… https://t.co/cMUYpV7BQS",0,Twitter Web App,
PatsNuggets,1561398039092383746,"Boston, MA",2023-01-17 09:40:59,@lisaabramowicz1 I think people are jumping to conclusions too soon. Sharply lower birth rates are probably due to… https://t.co/ygYDGR1U5r,0,Twitter for Android,
Rick Shaffer,19637772,"Boston, MA",2023-01-17 08:59:15,Alan Dershowitz is an intelligent man. Which is what makes his saying idiotic things like this -- in light of how m… https://t.co/a9OpDrCSCr,0,Twitter Web App,
DLow,537661796,"Boston, MA",2023-01-17 08:11:28,@WhiteHouse Unemployment is down and wages are up COMPARED TO…. What? That’s how you give contest and an accurate t… https://t.co/k7fOVBFGcN,0,Twitter for iPhone,
ZAQS Politics News,964197501459943424,"Boston, MA",2023-01-17 07:00:02,Why was the major COVID-19 drug Paxlovid delisted from China's medical insurance scheme? https://t.co/fPDUc8bF6L,0,ZAQS Politics,
Kyle Ferriter,1466903104637620226,"Cambridge, MA",2023-01-17 06:40:25,@C_Kavanagh It's interesting to see threads like this full of people saying that people who said Bret's claims are… https://t.co/NCFTQXcZbC,0,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 06:00:44,New Study: 17.1% Of Kids Suffered Cardiac Symptoms And 1 In 96 Experienced Potentially Lethal Heart Rhythms After A… https://t.co/Akt6GTvwk4,469,Twitter for iPhone,
ZAQS Tech News,969008246026588160,"Boston, MA",2023-01-17 06:00:30,WHO recommends that China monitor excess COVID-19 mortality https://t.co/zNCDM3f146,0,ZAQS Tech,
This Day In Barstool Sports,1499227758098108417,"Medford, MA",2023-01-17 05:48:18,@Kooz_WRLD Remember when we were the  est soccer team in the world for like an 18month period... we definitely didn… https://t.co/8O5xUJxi6p,0,Twitter for Android,
newtonmarunner (@newtonmarunner@mas.to),850389544025419776,"Newton, MA",2023-01-17 05:45:07,"@ajlamesa Reality is medical protocol, I believe, requires a COVID PCR test if you see a doctor for a respiratory i… https://t.co/l2BsH1xOVt",0,Twitter for iPhone,
taboo,1385377026044006403,"Boston, MA",2023-01-17 05:43:39,@bicycleman0402 @ClayTravis Huh? There is something wrong with you. When people come back to work on Monday morning… https://t.co/a1YJSZ9s4G,0,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 05:42:44,🧵/🚨BREAKING — New Study: 17.1% Of Kids Suffered Cardiac Symptoms And 1 In 96 Experienced Abnormal Heart Rhythms Aft… https://t.co/sbtJWGsqxK,290,Twitter Web App,
Kaustubha Phene,114341318,"Boston, MA",2023-01-17 05:35:10,"Thaali bajao, so nobody can hear this or keep saying that it's a western propaganda. When covid deaths can be succe… https://t.co/ui8pi0zLml",0,Twitter for iPhone,
Rick Shaffer,19637772,"Boston, MA",2023-01-17 05:13:08,WHY aren't ALL the govt. officials &amp; others who LIED about COVID and attacked people who told the truth &amp;/or just q… https://t.co/4ZF8PQ1fjT,0,Twitter Web App,
ZAQS Tech News,969008246026588160,"Boston, MA",2023-01-17 05:00:30,Twitter Files: Big Pharma pressured platform to censor COVID-19 vaccine debate https://t.co/ErfgLSijvc,0,ZAQS Tech,
Kaisin Yee,767136862569758721,"Boston, MA",2023-01-17 04:50:40,The disparities in surgical systems resilience and crisis readiness is stark across country income levels. Subnatio… https://t.co/JTNQ0uH2Qa,3,Twitter for Mac,
Michael Charney,773169220855136256,"Cambridge, MA, USA",2023-01-17 04:40:40,"trump fodder 
#maga #qanon #trump #proudboys #ignorance #antivax #antiscience #terrorist #insurrection #crime #jan6… https://t.co/2UuWTkyqy2",1,Twitter Web App,
Lisa,3214618341,"Boston, MA",2023-01-17 04:39:53,"@erincandy @jennnifersusan @DrEricDing As a mom of an icu covid unit nurse, I feel for both of you. Tell him to mak… https://t.co/JYK0r3HUeu",0,Twitter for iPhone,
NatalieStahlMD,387318089,"Boston, MA",2023-01-17 04:39:20,has anyone had patients' chronic MSK pain (i.e. from spinal stenosis) suddenly worsen in context of (mild) COVID infection?,0,Twitter Web App,
Leon m,1386345154865508355,"Massachusetts, USA",2023-01-17 04:34:55,@JohnStossel Regarding your COVID video I must say I admire Florida by going about like it's business as usual amid… https://t.co/PrD5JcSgWL,0,Twitter for Android,
Jeremy Faust MD MS (ER physician),35328942,"Boston, MA",2023-01-17 04:27:33,"I was fully vaccinated against Covid two years ago, now. 

I can’t believe:

1. We went to work for 10 months durin… https://t.co/DfShicPEZS",34,Twitter for iPhone,
Jamie Kate,1453157828,"Boston, MA",2023-01-17 04:17:54,@emilyesfraser were mild for me. My husband almost died all 3 times. Hospitalizations. Multiple spontaneous organ f… https://t.co/2l1zmMP5J6,0,Twitter for Android,
Jamie Kate,1453157828,"Boston, MA",2023-01-17 04:15:22,@emilyesfraser I'm so sorry this has happened to you and so many. I want to share a small anecdote. I was the perso… https://t.co/yWF1D1NYUr,0,Twitter for Android,
WhatNow?,310022475,"Boston, MA",2023-01-17 04:14:16,"@disclosetv And ""fact checkers"" are working double time to discredit any possibility of it being linked to covid jab...",0,Twitter for Android,
Kyle Ferriter,1466903104637620226,"Cambridge, MA",2023-01-17 04:07:25,@i11umin8ed @whereisdaz @TracyBethHoeg @JAMACardio @drdrew @contrarian4data Vaccinated people have less severe outc… https://t.co/zSBPgQ2TnX,0,Twitter Web App,
Javier Thaine,869032929728626688,"Greater  Boston, MA",2023-01-17 04:04:12,@moodyangela @TheSocialCTV You might like @covidmeetupscom. I've made covid-safe online friends and in-person frien… https://t.co/dhJ4yLV2b5,0,Twitter Web App,
Anthro New England,2298525677,"Boston, MA",2023-01-17 04:03:52,"@AthyLion Hey there! Please shoot us a dm letting us know what issue you're exactly having with the COVID quiz, and… https://t.co/83dVA354kK",0,Twitter for Android,
Megs 🇺🇸❤️🤍💙🇺🇦,16302734,"Boston, MA",2023-01-17 04:02:17,@wormyandbuggy @mtgreenee The only thing you can't get unvaccinated is a NEW DONOR ORGAN. Which is you're not going… https://t.co/Vjrwe4Q0V1,0,Twitter for iPhone,
COVID Monitor,1231916294578065408,"Boston, MA",2023-01-17 03:48:33,Wales coroner rules nurses’ Covid deaths as industrial disease https://t.co/lkb3m7wwpB,0,dlvr.it,
Lisa Pappalardo Saad,705255066811416576,Boston,2023-01-17 03:34:19,@mailmanjack @billie4congress @AZ_Brittney Because no one was driving during COVID. And now gas has prices have gon… https://t.co/Zksd1AOgMR,0,Twitter for iPhone,
Amanda,20208295,"Boston, MA",2023-01-17 03:29:23,Covid revealed monsters among us. https://t.co/WxwumslrOp,0,Twitter for iPhone,
Javier Thaine,869032929728626688,"Greater  Boston, MA",2023-01-17 03:28:31,@LolaMotz @Magnolia_613 @covidmeetupscom is somewhat close to what you are describing. It has discussion groups loc… https://t.co/nQT7nh9CeN,0,Twitter Web App,
Brasssssard,1474041239678947329,"Boston, MA",2023-01-17 03:23:40,@JackPosobiec Covid brought on by the Pfizer,0,Twitter for iPhone,
Born Free,755946337938599936,"Boston, MA",2023-01-17 03:13:32,"@VigilantFox @NiceDeb @DowdEdward Can’t you hear it? It’s the drip, drip, drip of incoming the “Killer Long Covid”… https://t.co/EYLulvF8QP",1,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 03:00:24,"There are two types of people on
Twitter, those who would give their
children four covid boosters a month
if CDC re… https://t.co/ENswGTo5Bk",479,Twitter for iPhone,
Jim,46090715,"Boston,MA",2023-01-17 02:42:12,"@JReinerMD COVID death risk for the young is extremely rare compared to other risks like accidental death.
 
Theref… https://t.co/tE9LnTFaHW",0,Twitter Web App,
Javier Thaine,869032929728626688,"Greater  Boston, MA",2023-01-17 02:31:24,@milanaldebaran I recommend you check out @covidmeetupscom. There are discussion groups there where we discuss covi… https://t.co/2HjYFZvUE6,0,Twitter Web App,
Max,1334268719724421126,"Boston, MA",2023-01-17 02:28:25,@jackgard1ner And from what I’ve seen Tottenham’s revenue in the few years before COVID was more than West Ham and… https://t.co/QZQhvW0USt,0,Twitter for iPhone,
kaitlin,236933936,"Boston, MA",2023-01-17 02:08:44,China’s economy grew at one of its slowest rates in decades last year as repeated lockdowns hammered households and… https://t.co/aZWuKPtMrq,1,Twitter for iPhone,
Mister Capo,1578380917306949633,"Boston, MA",2023-01-17 02:02:43,US Supreme Court rules against Covid mRNA gene therapy – Robert Kennedy wins case | Mask Covid Info https://t.co/Fba3k7q2vq,0,Twitter for iPhone,
JSquared,2510769232,"Boston, MA",2023-01-17 02:00:41,@NoCringeGinge @EmbersLiberty @BalogunAgbede @RBReich Wrong. Covid-19 was an excuse used by the left to justify mas… https://t.co/tcbwVunW3R,0,Twitter for iPhone,
Josh,1440111986591797248,Boston MA,2023-01-17 01:57:49,@HopefulHusky EVERYONE DONT TAKE THE COVID VACCINE IT MADE MY DICK FALL OFF… https://t.co/mk0iVVgKln,1,Twitter Web App,
Chaz Arancini,1355876082545790977,"Boston, MA",2023-01-17 01:56:02,@ItBegins2012 @DavidImgrund @mtgreenee When covid first hit Europe and China were overwhelmed. Hospitals were overr… https://t.co/atJNwTgZ7h,0,Twitter for iPhone,
Kev,347621037,"Boston, MA",2023-01-17 01:47:49,@DominickWyze @NuanceBro @rycunni I’ve seen about 5 of em recently…all have said Covid…2 of em were dehydration AND… https://t.co/QV0moDqlrs,0,Twitter for iPhone,
Anastasia's Beavership 🛼✌️💙,2405147744,"Boston, MA",2023-01-17 01:35:03,"@NYPoliticalMom Yay!!! Mine hasn't made oob yet, but did tolerate nuggets lol. COVID- x many lol, CXR-, ""it's proba… https://t.co/GKmfmJ0gWO",0,Twitter for iPhone,
SouthernValue,1142421861176942592,"Boston, MA",2023-01-17 01:32:41,"@PrefShares Strategic brilliance w/ big payoff (&amp; potential):

AWS / Annapurna

$COST buying Sears delivery infra f… https://t.co/LpKnet9kRQ",0,Twitter for iPhone,
Judith Sgarzi,991665438,"Boston , MA",2023-01-17 01:30:21,@7solarray @thehill How many young people might die after having Covid Shot?,0,Twitter Web App,
M Scott,1085257591561818112,"Boston, MA",2023-01-17 00:50:27,@DC_Draino You’re using this guys death to promote your BS. Doesn’t get much more pathetic than that. It’s no diffe… https://t.co/iTcHjTiYn7,0,Twitter for iPhone,
rcd0523,203281129,"Boston, MA",2023-01-17 00:48:39,"@PaPfe23 @nathaliejacoby1 Fair point - I do the best I can: wear a mask in all indoor public spaces, no restaurant… https://t.co/A1dpljWXBG",0,Twitter for Android,
ehpayne,15395003,Boston,2023-01-17 00:48:01,@JonnyMicro Covid,0,Twitter for iPad,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 00:45:18,🚨BREAKING — “Pfizer’s COVID vaccine gave me Bell’s Palsy and I’d do it again” says Canadian actress.… https://t.co/GkkEKmf54L,2477,Twitter for iPhone,
Martha Rush O'Mara,2573217264,"Boston, MA",2023-01-17 00:41:03,"Fortunately… not so ill, able to pick up my own Covid meds. 2X. 🤷🏼‍♀️ https://t.co/JJrrfY4CWA",0,Twitter for iPhone,
You Make Me Sick! Podcast,1614721431731830789,"Boston, MA",2023-01-17 00:40:14,"SARS-CoV-2 virus may change mitochondrial function, this coupled with reactivation of Epstein-Barr Virus may lead t… https://t.co/y2eTQI4xzz",0,Twitter Web App,
Mathieu Abramowicz,1543753560718032898,"Boston, MA",2023-01-17 00:40:08,@MrTAchilles @DaiShihanEPK These can also be symptoms of Covid so I suggest you test again soon if the symptoms continue.,0,Twitter for iPhone,
Jeremy Faust MD MS (ER physician),35328942,"Boston, MA",2023-01-17 00:37:03,@robscotingram @bhrenton Since they tend to track up and down with Covid waves…we think they are Covid deaths for t… https://t.co/ctAo9ab9FW,1,Twitter for iPhone,
The Boston Globe,95431448,"Boston, MA",2023-01-17 00:35:05,China’s latest source of unrest: Unpaid ‘zero COVID’ workers https://t.co/Dxp515drZr,0,SocialFlow,
Daphne Zohar,50758087,"Boston, MA",2023-01-17 00:27:23,@JohnNosta @VishalGulati_ @akalali @VirusesImmunity @aetiology @pbleic @PeterKolchinsky What I’ve been wondering is… https://t.co/jJaH4Lej1b,0,Twitter for iPhone,
Jenny 🐢TurtlesAllTheWayDown🐢😷💉,124873280,"Boston, MA",2023-01-17 00:26:29,"Well, Covid finally got me. First infection. #CovidIsntOver",0,Twitter Web App,
Jakespeare,21668777,"Boston, MA",2023-01-17 00:22:57,"@Freeyourmindkid We could, but plenty of people don’t want it to end. If COVID was over, how could they keep compla… https://t.co/a2vg3wgK1g",0,Twitter for iPhone,
You Make Me Sick! Podcast,1614721431731830789,"Boston, MA",2023-01-17 00:21:10,"""Many long COVID symptoms may not be a direct result of the SARS-CoV-2 virus but may be the result of COVID-19 infl… https://t.co/wGR8gozQDx",0,Twitter Web App,
You Make Me Sick! Podcast,1614721431731830789,"Boston, MA",2023-01-17 00:20:47,Investigation of Long COVID Prevalence and Its Relationship to Epstein-Barr Virus Reactivation https://t.co/5ND50pU5Y7,0,Twitter Web App,
Patty Tobin (@_ptpar_@zeroes.ca;https://post.news/,17859570,"Boston, MA",2023-01-17 00:16:33,@ashleyfelkel @sh58697620 @drclairetaylor @NohaAboelataMD this seems like it happened during or soon after very rec… https://t.co/azFeRJtMHZ,0,Twitter Web App,
HandsomePackers,32433944,"Boston, MA",2023-01-17 00:14:28,"@Longjacket2 Next thing you know, GOP will be happy breathing Covid on to others for “freedom” and taking away peop… https://t.co/F44XcBgiil",0,Twitter for iPad,
Matthew Terrill,495587220,Boston,2023-01-17 00:08:08,Cannot tell y’all how much lighter my spirit is after just 3 days of a break from the last 3 years of constant Covi… https://t.co/e4UpnW7mpM,0,Twitter for iPhone,
"Kristen Filipic, SCHC",52555070,"Boston, USA",2023-01-17 00:06:23,"@theologising For me the church shut down on the afternoon of Thursday the 12th, after having meetings every day th… https://t.co/Ff5tPgczex",0,Twitter for iPhone,
End the nonsense please,1427323695836631041,"Boston, MA",2023-01-16 23:56:54,"@theRealKiyosaki They had different approaches to COVID 
Trumps decision on the vax and lockdowns disqualifies him",0,Twitter for iPad,
COVID Monitor,1231916294578065408,"Boston, MA",2023-01-16 23:55:33,Chinese flock to Hong Kong to get private Covid booster shots https://t.co/mRJvS6XZjE,0,dlvr.it,
Kevin McLaughlin,216535229,"Boston, MA",2023-01-16 23:51:29,@healthbyjames Fascinating. There’s been NINE total COVID vaccine caused deaths in the U.S. to date. Somehow I don’… https://t.co/hePahmQCsC,0,Twitter for iPhone,
Boston Girl,27867571,"Boston, MA",2023-01-16 23:49:54,@highfivedave @SpartaJustice @BBCNews Lies are not opinion. Put all these dweebs under oath &amp; pain of perjury and h… https://t.co/MGjcgQsPyr,0,Twitter for iPhone,
Kevin McLaughlin,216535229,"Boston, MA",2023-01-16 23:46:05,Dude. That’s expected. Myocarditis causes cardiac damage almost 100% of the time. The rate of teens getting myocard… https://t.co/Ml7jJ3gwC7,0,Twitter for iPhone,
Michael,83404050,"Boston, MA",2023-01-16 23:45:39,@tannahillglen @EWidera This is one thing I wanted to see more of from the COVID response - it seems that hardly an… https://t.co/qTOrNogOsz,0,Twitter for iPhone,
City of Cambridge,1251981278,"Cambridge, MA",2023-01-16 23:45:13,"As of 4pm today, Cambridge is reporting:
0 newly reported COVID-19 cases.
0 newly reported COVID-19 deaths.
5.6 cas… https://t.co/YHDAZekSES",0,coccovidbot,
Edward Tomić,1606177227841978371,"Boston, MA",2023-01-16 23:43:23,"Can remembering the harm of COVID lockdowns, vaccine mandates, and restrictions on personal liberties turn Gen Z in… https://t.co/w2I5WOpGUh",0,Twitter Web App,
Jenice Tom,2165203542,"Boston, MA",2023-01-16 23:43:09,"An illustrated history of the world’s deadliest epidemics, from ancient Rome to Covid-19 https://t.co/yDfa7b2juQ via @BulletinAtomic",0,Twitter for iPhone,
"Like Kurosawa, I Make Mad",264050862,"Boston, MA",2023-01-16 23:34:51,@mutantastronaut @saltydkdan I think A LOT of it is a COVID thing - people who aren't weird gross dorklords are kin… https://t.co/ils1JlgBvc,2,Twitter for Android,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-16 23:30:14,"Anxiety Over 'Tripledemic' Has
These LAUD Parents Pleading
For Mask Mandate

It doesn’t matter how many N95s they h… https://t.co/BK125iU2Og",33,Twitter for iPhone,
Lilly617,3260763726,"Boston, MA",2023-01-16 23:26:35,@healthbyjames @UCSanDiego @UCLA @ucsantacruz @UCBerkeley @ucsantabarbara @ucdavis Please halt your Covid vaccine r… https://t.co/s8nSCZyjtM,1,Twitter for iPhone,
Cynthia DeRocco,58644576,Boston,2023-01-16 23:25:25,@sailorrooscout And then add the undercount of COVID deaths in under vaccinated areas. If covid deniers are signing… https://t.co/arj3WFrl6S,0,Twitter Web App,
therob006 (on Hive),2250794672,Boston,2023-01-16 23:23:51,"@FELIXVANBUREN This has been an issue for 30 years

Used to be Middle East, Western Front, or the original House of… https://t.co/YELk6jDEID",0,Twitter Web App,
Ryan Hayden,1000886445626810371,"Boston, MA",2023-01-16 23:15:57,@Phoenic86829590 @NFLonCBS Just the first thing that comes up on google lol. 88.8% of out of hospital CPR is done b… https://t.co/7eJhcGZMQ5,0,Twitter for iPhone,
Jonathan Bowen,1477426939438809088,"Stoughton, MA",2023-01-16 23:09:16,@zerohedge @Twitter @pfizer @moderna_tx @cdc I remember when your organization’s Twitter account was suspended… I k… https://t.co/0t4S30mz7e,0,Twitter for iPhone,
ThaBean,28114643,"Cambridge, MA",2023-01-16 23:08:45,@KariLake Fake news. Epic fail. Nothing about covid or the vaccine,0,Twitter for Android,
Elle 😷🇺🇦🌻,34754104,"Boston, Massachusetts",2023-01-16 23:08:44,@69L46 @aHumanAlexa @danaparish @POTUS @ashishkjha @RonaldKlain @VP @EcoHealthNYC Actually…https://t.co/gspivaOb4H,0,Twitter for iPhone,
Wisdom@Work,770493865,"Brookline, MA",2023-01-16 23:07:16,@carter_phipps I’m seeing this meme gathering momentum online of Bret and co. saying “we told you so” about Covid.… https://t.co/iuZfSeXEla,0,Twitter for iPhone,
Timmannequin,982068547026173952,"Boston, MA",2023-01-16 22:59:08,@Nuka_Cafe @NukaNerd187 The best way I can explain it is make Covid a gothic horror walking sim as a delivery guy b… https://t.co/OyD814Zq0y,0,Twitter for iPhone,
nic,194695669,"Boston, MA",2023-01-16 22:58:29,My throat hurts is it COVID or weather or something else hmmm this game has been played far too often,0,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-16 22:46:49,Do vaccinated people not understand no matter what they do they’re going to get COVID over and over again?,2865,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-16 22:44:27,🚨BREAKING — At Least 6 BBC Buildings Across UK Covered With Photos Of People Who Died From COVID Vaccines https://t.co/8ZrpV0o0OA,3791,Twitter for iPhone,
Jim Kendall,636453747,Brookline,2023-01-16 22:42:27,"@LindseyTramuta I view Emily in Paris as

“Aperitifs, or aperitivos, are a class of liqueur that are typically serv… https://t.co/I7ePjIngAs",0,Twitter for iPhone,
SamuraiCheesesteak,1517882629437149187,"Cambridge, MA",2023-01-16 22:35:03,"@healthbyjames No, but lack of vaccination has increased the odds of Americans over 50 dying from COVID by a factor… https://t.co/ikGoALkuuF",0,Twitter for iPad,
Business News,962725727950049281,"Boston, MA",2023-01-16 22:31:12,Commentary: Geopolitics threatens to destroy the world Davos made https://t.co/9yOrxisdpv,0,ZAQS Business,
"Barry P Chaiken, MD",15219316,"Boston, MA USA",2023-01-16 22:28:05,"COVID's Impact on Healthcare Continues Worldwide

While the pandemic horrors of early 2020 diminish due to vaccines… https://t.co/z7KgiMoHHz",0,LinkedIn,
veracity smoak,187627155,"Cambridge, MA",2023-01-16 22:25:53,every time i sit down to take a covid test i have to resist the urge to say grace,0,Twitter for Android,
Jodel P. Deauna,342453276,"Boston, MA",2023-01-16 22:23:44,"I AM DOING THE MATH now/SCIENCE/EVOMED! #COVID #COVID19 QUESTIONS? ASK #CDC! ""INCOMING""! ""RECON""! DOCTOR DEAUNA MDMOH!",0,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-16 22:14:55,"Covid vaccines may make BOTOX wear off faster, study suggests

Israeli Botox regulars came in for top-ups around 22… https://t.co/g3mr7WroCI",73,Twitter for iPhone,
The Shade of Elis Aaron,1301923919658704897,"Boston, MA",2023-01-16 22:14:34,"9) Example?

People who believe in conspiracy theories, grew up in ultra-conservative or far-right leaning areas, &amp;… https://t.co/6yofzKTkwc",0,Twitter for iPhone,
Джейсън Мейджърауски,440377900,"Boston, MA",2023-01-16 22:08:59,@cmsapphic If anything I still say ace steel should apologize for biting another man with Covid still around.,0,Twitter for iPhone,
counterfighter,728019232458420230,"Boston, MA",2023-01-16 22:07:50,"@AnimeExpo Think before you buy. I mean last year was plague with more issue such as long lines, overcrowding, mism… https://t.co/9E9Y9fkOUR",0,Twitter for Android,
R_V_L,1585813788527394816,Boston,2023-01-16 22:03:43,@AJA_Cortes @BowTiedOx Stopped believing in democracy after the hysteria that came from covid,0,Twitter Web App,
Business News,962725727950049281,"Boston, MA",2023-01-16 22:00:54,"ASX set to fall ahead of China's data on COVID's economic impact, European markets hit nine-month high https://t.co/SdYNKazNDD",0,ZAQS Business,
James Chillax 🇺🇸,897172016150839298,"Cambridge, MA",2023-01-16 21:56:57,@goddeketal I didn’t get it Because I was 300 miles from Wuhan and traveled around Asia in 2020 and didn’t get CovI… https://t.co/tBj6ENz5ve,0,Twitter for iPhone,
The Green Hornet goes R.E.D.,1602347697712893976,"Boston, MA",2023-01-16 21:54:28,"#Myocarditis #vaccineinjuries #LongCovid 
Myocarditis due to Covid barely exists if at all. It’s all jab-related. S… https://t.co/3mrWIuAaYx",1,Twitter for iPad,
"No Liberals (Also on Parler, Minds, Gab, Locals)",40271429,"Boston, MA",2023-01-16 21:51:04,CDC and FDA say they're investigating possible link between Pfizer's bivalent Covid booster and strokes in seniors… https://t.co/YSkfMOBbQj,0,Twitter Web App,
Mariposa,701935856622444544,"Boston, MA",2023-01-16 21:48:37,"@spugDDR @AlessandroT_B All of the discussion about D&amp;B being stingy about its license purchasing on the FB groups,… https://t.co/cfKl2WbvbD",0,Twitter Web App,
"Danielle Kempe, CFRE",15666343,"Quincy, MA",2023-01-16 21:41:48,Amy Brenneman Recalls Jeff Bridges 'Fighting for His Life' Amidst COVID Battle While Filming 'The Old Man' https://t.co/OPn3raxdRx,0,Twitter Web App,
Kenny♿️🌎🌈💀❤️,21464860,"Peabody, MA",2023-01-16 21:29:26,@rico_rants The idea of getting long Covid is terrifying to me.,0,Twitter for iPhone,
